Country,GTFCC_Target_Country,Continent,WHO_Region,Subregion,Year,Total_Cases,Autochtonous_Cases,Imported_Cases,Deaths,CFR,Incidence_Rate_perMillion,Cases_per_Million,Outbreak_Size,WHO_Region_encoded
Guinea,Yes,Africa,AFRO,West and Central Africa,2002-01-01,61,61,0,11,18.0327868852459,5,5,Small,0
Guinea-Bissau,Yes,Africa,AFRO,West and Central Africa,2002-01-01,842,842,0,6,0.7125890736342043,438,438,Medium,0
India,Yes,Asia,SEARO,South Asia,2002-01-01,3455,3455,0,10,0.2894356005788712,3,3,Large,4
Iran,Yes,Asia,EMRO,Middle East and North Africa,2002-01-01,118,118,0,0,0.0,1,1,Medium,1
Iraq,Yes,Asia,EMRO,Middle East and North Africa,2002-01-01,718,718,0,0,0.0,18,18,Medium,1
Japan,No,Asia,WPRO,East Asia and Pacific,2002-01-01,27,15,12,0,0.0,0,0,Small,5
Kenya,Yes,Africa,AFRO,Eastern and Southern Africa,2002-01-01,291,291,0,10,3.436426116838488,6,6,Medium,0
Liberia,Yes,Africa,AFRO,West and Central Africa,2002-01-01,1115,1115,0,0,0.0,226,226,Large,0
Madagascar,No,Africa,AFRO,Eastern and Southern Africa,2002-01-01,27,27,0,0,0.0,1,1,Small,0
Malawi,Yes,Africa,AFRO,Eastern and Southern Africa,2002-01-01,32618,32618,0,911,2.7929364154761176,1751,1751,Epidemic,0
Mali,Yes,Africa,AFRO,West and Central Africa,2002-01-01,18,18,0,2,11.11111111111111,1,1,Small,0
Mauritania,No,Africa,AFRO,West and Central Africa,2002-01-01,80,80,0,0,0.0,18,18,Small,0
Mozambique,Yes,Africa,AFRO,Eastern and Southern Africa,2002-01-01,24375,24375,0,342,1.403076923076923,803,803,Epidemic,0
Netherlands,No,Europe,EURO,Western Europe,2002-01-01,1,0,1,0,0.0,0,0,Small,2
Niger,Yes,Africa,AFRO,West and Central Africa,2002-01-01,236,236,0,12,5.084745762711865,10,10,Medium,0
Nigeria,Yes,Africa,AFRO,West and Central Africa,2002-01-01,5429,5429,0,154,2.8366181617240747,27,27,Large,0
Oman,No,Asia,EMRO,Middle East and North Africa,2002-01-01,1,0,1,0,0.0,0,0,Small,1
Peru,No,Americas,PAHO,Americas and Caribbean,2002-01-01,16,16,0,0,0.0,0,0,Small,3
Qatar,No,Asia,EMRO,Middle East and North Africa,2002-01-01,1,0,1,0,0.0,0,0,Small,1
Saudi Arabia,No,Asia,EMRO,Middle East and North Africa,2002-01-01,38,38,0,0,0.0,1,1,Small,1
Singapore,No,Asia,WPRO,East Asia and Pacific,2002-01-01,2,1,1,0,0.0,0,0,Small,5
Somalia,Yes,Africa,EMRO,Eastern and Southern Africa,2002-01-01,2775,2775,0,159,5.72972972972973,180,180,Large,1
South Africa,No,Africa,AFRO,Eastern and Southern Africa,2002-01-01,10004,10004,0,32,0.3198720511795282,171,171,Epidemic,0
Spain,No,Europe,EURO,Western Europe,2002-01-01,1,0,1,0,0.0,0,0,Small,2
Sri Lanka,No,Asia,SEARO,South Asia,2002-01-01,9,9,0,1,11.11111111111111,0,0,Small,4
Tanzania,Yes,Africa,AFRO,Eastern and Southern Africa,2002-01-01,11920,11920,0,297,2.4916107382550337,206,206,Epidemic,0
Timor-Leste,No,Asia,SEARO,East Asia and Pacific,2002-01-01,30,30,0,2,6.666666666666667,23,23,Small,4
Togo,Yes,Africa,AFRO,West and Central Africa,2002-01-01,257,257,0,14,5.447470817120623,32,32,Medium,0
Uganda,Yes,Africa,AFRO,Eastern and Southern Africa,2002-01-01,2274,2274,0,133,5.8487247141600704,51,51,Large,0
United Arab Emirates,No,Asia,EMRO,Middle East and North Africa,2002-01-01,3,0,3,0,0.0,0,0,Small,1
USA,No,Americas,PAHO,North Americas,2002-01-01,2,0,2,0,0.0,0,0,Small,3
Zambia,Yes,Africa,AFRO,Eastern and Southern Africa,2002-01-01,339,339,0,12,3.5398230088495577,19,19,Medium,0
Zimbabwe,Yes,Africa,AFRO,Eastern and Southern Africa,2002-01-01,3125,3125,0,192,6.144,213,213,Large,0
Afghanistan,Yes,Asia,EMRO,South Asia,2001-01-01,4499,4499,0,114,2.5338964214269835,118,118,Large,1
Australia,No,Oceania,WPRO,East Asia and Pacific,2001-01-01,4,0,4,0,0.0,0,0,Small,5
Benin,Yes,Africa,AFRO,West and Central Africa,2001-01-01,3943,3943,0,71,1.8006593963986812,334,334,Large,0
Brazil,No,Americas,PAHO,Americas and Caribbean,2001-01-01,7,7,0,0,0.0,0,0,Small,3
Burkina Faso,Yes,Africa,AFRO,West and Central Africa,2001-01-01,477,477,0,7,1.4675052410901468,23,23,Medium,0
Burundi,Yes,Africa,AFRO,Eastern and Southern Africa,2001-01-01,1003,1003,0,20,1.9940179461615155,87,87,Large,0
Cameroon,Yes,Africa,AFRO,West and Central Africa,2001-01-01,259,259,0,7,2.7027027027027026,10,10,Medium,0
Canada,No,Americas,PAHO,North Americas,2001-01-01,6,0,6,0,0.0,0,0,Small,3
Chad,Yes,Africa,AFRO,West and Central Africa,2001-01-01,5244,5244,0,226,4.309687261632342,329,329,Large,0
China,No,Asia,WPRO,East Asia and Pacific,2001-01-01,178,164,14,0,0.0,0,0,Medium,5
Comoros,No,Africa,AFRO,Eastern and Southern Africa,2001-01-01,226,226,0,4,1.7699115044247788,266,266,Medium,0
Cote d'Ivoire,Yes,Africa,AFRO,West and Central Africa,2001-01-01,5912,5912,0,305,5.158998646820026,230,230,Large,0
Dem Rep Congo,Yes,Africa,AFRO,West and Central Africa,2001-01-01,5728,5728,0,195,3.4043296089385473,66,66,Large,0
Ecuador,No,Americas,PAHO,Americas and Caribbean,2001-01-01,9,9,0,0,0.0,1,1,Small,3
Eswatini,No,Africa,AFRO,Eastern and Southern Africa,2001-01-01,5612,5612,0,107,1.9066286528866712,4888,4888,Large,0
France,No,Europe,EURO,Western Europe,2001-01-01,8,0,8,0,0.0,0,0,Small,2
Germany,No,Europe,EURO,Western Europe,2001-01-01,1,0,1,0,0.0,0,0,Small,2
Ghana,Yes,Africa,AFRO,West and Central Africa,2001-01-01,5487,5487,0,160,2.9159832330964095,180,180,Large,0
Guatemala,No,Americas,PAHO,Americas and Caribbean,2001-01-01,13,13,0,0,0.0,1,1,Small,3
Guinea,Yes,Africa,AFRO,West and Central Africa,2001-01-01,392,392,0,22,5.612244897959184,31,31,Medium,0
Honduras,No,Americas,PAHO,Americas and Caribbean,2001-01-01,1,1,0,0,0.0,0,0,Small,3
India,Yes,Asia,SEARO,South Asia,2001-01-01,4081,4081,0,6,0.1470227885322225,3,3,Large,4
Iran,Yes,Asia,EMRO,Middle East and North Africa,2001-01-01,105,105,0,1,0.9523809523809524,1,1,Medium,1
Ireland,No,Europe,EURO,Western Europe,2001-01-01,1,0,1,0,0.0,0,0,Small,2
Japan,No,Asia,WPRO,East Asia and Pacific,2001-01-01,30,8,22,0,0.0,0,0,Small,5
Kazakhstan,No,Asia,EURO,"Central, Eastern Europe",2001-01-01,1,0,1,0,0.0,0,0,Small,2
Kenya,Yes,Africa,AFRO,Eastern and Southern Africa,2001-01-01,1001,1001,0,55,5.4945054945054945,19,19,Large,0
Korea (Rep of),No,Asia,WPRO,East Asia and Pacific,2001-01-01,138,137,1,0,0.0,3,3,Medium,5
Liberia,Yes,Africa,AFRO,West and Central Africa,2001-01-01,1062,1062,0,0,0.0,215,215,Large,0
Madagascar,No,Africa,AFRO,Eastern and Southern Africa,2001-01-01,7219,7219,0,413,5.721013990857459,268,268,Large,0
Malawi,Yes,Africa,AFRO,Eastern and Southern Africa,2001-01-01,2395,2395,0,42,1.753653444676409,129,129,Large,0
Malaysia,Yes,Asia,WPRO,East Asia and Pacific,2001-01-01,557,557,0,11,1.9748653500897666,17,17,Medium,5
Mali,Yes,Africa,AFRO,West and Central Africa,2001-01-01,67,67,0,9,13.432835820895523,3,3,Small,0
Mexico,No,Americas,PAHO,Americas and Caribbean,2001-01-01,1,1,0,0,0.0,0,0,Small,3
Micronesia,No,Asia,WPRO,East Asia and Pacific,2001-01-01,14,14,0,0,0.0,123,123,Small,5
Mozambique,Yes,Africa,AFRO,Eastern and Southern Africa,2001-01-01,8794,8794,0,102,1.1598817375483284,290,290,Large,0
New Zealand,No,Oceania,WPRO,East Asia and Pacific,2001-01-01,1,0,1,0,0.0,0,0,Small,5
Niger,Yes,Africa,AFRO,West and Central Africa,2001-01-01,194,194,0,16,8.24742268041237,8,8,Medium,0
Nigeria,Yes,Africa,AFRO,West and Central Africa,2001-01-01,2199,2199,0,104,4.729422464756708,11,11,Large,0
Oman,No,Asia,EMRO,Middle East and North Africa,2001-01-01,8,6,2,0,0.0,1,1,Small,1
Peru,No,Americas,PAHO,Americas and Caribbean,2001-01-01,494,494,0,0,0.0,15,15,Medium,3
Philippines,Yes,Asia,WPRO,East Asia and Pacific,2001-01-01,174,174,0,0,0.0,2,2,Medium,5
Russian Federation,No,Europe,EURO,"Central, Eastern Europe",2001-01-01,53,53,0,0,0.0,0,0,Small,2
Rwanda,No,Africa,AFRO,Eastern and Southern Africa,2001-01-01,157,157,0,2,1.2738853503184715,12,12,Medium,0
Singapore,No,Asia,WPRO,East Asia and Pacific,2001-01-01,8,8,0,0,0.0,1,1,Small,5
Somalia,Yes,Africa,EMRO,Eastern and Southern Africa,2001-01-01,1821,1821,0,124,6.809445359692477,118,118,Large,1
South Africa,No,Africa,AFRO,Eastern and Southern Africa,2001-01-01,106151,106151,0,232,0.21855658448813484,1813,1813,Epidemic,0
Spain,No,Europe,EURO,Western Europe,2001-01-01,1,0,1,0,0.0,0,0,Small,2
Tanzania,Yes,Africa,AFRO,Eastern and Southern Africa,2001-01-01,1300,1300,0,52,4.0,22,22,Large,0
Timor-Leste,No,Asia,SEARO,East Asia and Pacific,2001-01-01,561,561,0,6,1.06951871657754,434,434,Medium,4
Togo,Yes,Africa,AFRO,West and Central Africa,2001-01-01,2696,2696,0,132,4.896142433234421,334,334,Large,0
Uganda,Yes,Africa,AFRO,Eastern and Southern Africa,2001-01-01,247,247,0,4,1.6194331983805668,6,6,Medium,0
USA,No,Americas,PAHO,North Americas,2001-01-01,4,4,0,0,0.0,0,0,Small,3
Zambia,Yes,Africa,AFRO,Eastern and Southern Africa,2001-01-01,3109,3109,0,165,5.307172724348665,174,174,Large,0
Zimbabwe,Yes,Africa,AFRO,Eastern and Southern Africa,2001-01-01,650,650,0,14,2.1538461538461537,44,44,Medium,0
Afghanistan,Yes,Asia,EMRO,South Asia,2000-01-01,4330,4330,0,198,4.572748267898383,114,114,Large,1
Australia,No,Oceania,WPRO,East Asia and Pacific,2000-01-01,1,0,1,0,0.0,0,0,Small,5
Benin,Yes,Africa,AFRO,West and Central Africa,2000-01-01,468,468,0,11,2.3504273504273505,40,40,Medium,0
Brazil,No,Americas,PAHO,Americas and Caribbean,2000-01-01,715,715,0,17,2.3776223776223775,3,3,Medium,3
Burkina Faso,Yes,Africa,AFRO,West and Central Africa,2000-01-01,617,617,0,14,2.2690437601296596,30,30,Medium,0
Burundi,Yes,Africa,AFRO,Eastern and Southern Africa,2000-01-01,1021,1021,0,16,1.5670910871694417,89,89,Large,0
Cameroon,Yes,Africa,AFRO,West and Central Africa,2000-01-01,123,123,0,29,23.577235772357724,5,5,Medium,0
Canada,No,Americas,PAHO,North Americas,2000-01-01,5,3,2,0,0.0,0,0,Small,3
China,No,Asia,WPRO,East Asia and Pacific,2000-01-01,1846,1846,0,2,0.10834236186348861,1,1,Large,5
Comoros,No,Africa,AFRO,Eastern and Southern Africa,2000-01-01,3297,3297,0,91,2.7600849256900215,3875,3875,Large,0
Congo,Yes,Africa,AFRO,West and Central Africa,2000-01-01,9,9,0,2,22.22222222222222,2,2,Small,0
Dem Rep Congo,Yes,Africa,AFRO,West and Central Africa,2000-01-01,14995,14995,0,941,6.275425141713904,173,173,Epidemic,0
Djibouti,Yes,Africa,EMRO,Middle East and North Africa,2000-01-01,1828,1828,0,32,1.75054704595186,1878,1878,Large,1
Ecuador,No,Americas,PAHO,Americas and Caribbean,2000-01-01,27,27,0,1,3.7037037037037033,2,2,Small,3
El Salvador,No,Americas,PAHO,Americas and Caribbean,2000-01-01,631,630,1,2,0.31695721077654515,97,97,Medium,3
Eswatini,No,Africa,AFRO,Eastern and Southern Africa,2000-01-01,141,141,0,16,11.347517730496454,123,123,Medium,0
France,No,Europe,EURO,Western Europe,2000-01-01,6,0,6,0,0.0,0,0,Small,2
Germany,No,Europe,EURO,Western Europe,2000-01-01,2,0,2,0,0.0,0,0,Small,2
Ghana,Yes,Africa,AFRO,West and Central Africa,2000-01-01,3331,3331,0,74,2.2215550885619937,110,110,Large,0
Guam,No,Asia,WPRO,East Asia and Pacific,2000-01-01,4,3,1,0,0.0,18,18,Small,5
Guatemala,No,Americas,PAHO,Americas and Caribbean,2000-01-01,612,612,0,6,0.9803921568627451,36,36,Medium,3
Guinea,Yes,Africa,AFRO,West and Central Africa,2000-01-01,517,517,0,36,6.963249516441006,40,40,Medium,0
Honduras,No,Americas,PAHO,Americas and Caribbean,2000-01-01,15,15,0,3,20.0,2,2,Small,3
India,Yes,Asia,SEARO,South Asia,2000-01-01,3807,3807,0,18,0.4728132387706856,3,3,Large,4
Iran,Yes,Asia,EMRO,Middle East and North Africa,2000-01-01,345,345,0,3,0.8695652173913043,4,4,Medium,1
Iraq,Yes,Asia,EMRO,Middle East and North Africa,2000-01-01,532,532,0,4,0.7518796992481203,14,14,Medium,1
Japan,No,Asia,WPRO,East Asia and Pacific,2000-01-01,34,32,2,0,0.0,0,0,Small,5
Kenya,Yes,Africa,AFRO,Eastern and Southern Africa,2000-01-01,1157,1157,0,78,6.741573033707865,22,22,Large,0
Liberia,Yes,Africa,AFRO,West and Central Africa,2000-01-01,365,365,0,10,2.73972602739726,74,74,Medium,0
Madagascar,No,Africa,AFRO,Eastern and Southern Africa,2000-01-01,29083,29083,0,1693,5.821270157824158,1078,1078,Epidemic,0
Malawi,Yes,Africa,AFRO,Eastern and Southern Africa,2000-01-01,2391,2391,0,56,2.342116269343371,128,128,Large,0
Malaysia,Yes,Asia,WPRO,East Asia and Pacific,2000-01-01,124,124,0,1,0.8064516129032258,4,4,Medium,5
Marshall Islands,No,Oceania,WPRO,East Asia and Pacific,2000-01-01,300,300,0,6,2.0,5103,5103,Medium,5
Mexico,No,Americas,PAHO,Americas and Caribbean,2000-01-01,5,5,0,0,0.0,0,0,Small,3
Micronesia,No,Asia,WPRO,East Asia and Pacific,2000-01-01,3452,3452,0,20,0.5793742757821553,30330,30330,Large,5
Mozambique,Yes,Africa,AFRO,Eastern and Southern Africa,2000-01-01,17647,17647,0,253,1.4336714455714852,581,581,Epidemic,0
Nicaragua,No,Americas,PAHO,Americas and Caribbean,2000-01-01,12,12,0,1,8.333333333333332,2,2,Small,3
Niger,Yes,Africa,AFRO,West and Central Africa,2000-01-01,211,211,0,38,18.009478672985782,9,9,Medium,0
Nigeria,Yes,Africa,AFRO,West and Central Africa,2000-01-01,2799,2799,0,43,1.5362629510539478,14,14,Large,0
Oman,No,Asia,EMRO,Middle East and North Africa,2000-01-01,3,3,0,0,0.0,1,1,Small,1
Peru,No,Americas,PAHO,Americas and Caribbean,2000-01-01,934,934,0,6,0.6423982869379015,28,28,Medium,3
Philippines,Yes,Asia,WPRO,East Asia and Pacific,2000-01-01,213,213,0,6,2.8169014084507045,2,2,Medium,5
Rwanda,No,Africa,AFRO,Eastern and Southern Africa,2000-01-01,1235,1235,0,8,0.6477732793522267,98,98,Large,0
Singapore,No,Asia,WPRO,East Asia and Pacific,2000-01-01,10,10,0,0,0.0,2,2,Small,5
Somalia,Yes,Africa,EMRO,Eastern and Southern Africa,2000-01-01,7496,7496,0,563,7.510672358591249,485,485,Large,1
South Africa,No,Africa,AFRO,Eastern and Southern Africa,2000-01-01,19667,19667,0,68,0.3457568515787868,336,336,Epidemic,0
Sri Lanka,No,Asia,SEARO,South Asia,2000-01-01,2,2,0,0,0.0,0,0,Small,4
Tanzania,Yes,Africa,AFRO,Eastern and Southern Africa,2000-01-01,4637,4637,0,156,3.3642441233556175,80,80,Large,0
Togo,Yes,Africa,AFRO,West and Central Africa,2000-01-01,338,338,0,23,6.804733727810651,42,42,Medium,0
Uganda,Yes,Africa,AFRO,Eastern and Southern Africa,2000-01-01,1595,1595,0,107,6.70846394984326,36,36,Large,0
United Kingdom,No,Europe,EURO,Western Europe,2000-01-01,33,0,33,0,0.0,0,0,Small,2
USA,No,Americas,PAHO,North Americas,2000-01-01,4,4,0,0,0.0,0,0,Small,3
Venezuela,No,Americas,PAHO,Americas and Caribbean,2000-01-01,141,141,0,4,2.8368794326241136,5,5,Medium,3
Zambia,Yes,Africa,AFRO,Eastern and Southern Africa,2000-01-01,2283,2283,0,156,6.83311432325887,128,128,Large,0
Zimbabwe,Yes,Africa,AFRO,Eastern and Southern Africa,2000-01-01,1675,1675,0,96,5.731343283582089,114,114,Large,0
